x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
4.826817611337058,1.5679761228094202,2.684773143157928,-4.089300589537627,1.0830617074533668,1.4890594998481372,0.22666942600385465,0.7937341904953694,-3.002253877951005,-4.15004343176373,-0.22424362754548532,2.570154582285732,-2.9067806381715453,-0.798709839224089,-4.4446692908462815,4.857171544586306,0.4932625121201495,1.5125311256784935,-2.023809945841632,0.02737408711090694
2.6146140899504484,0.11997512158106893,-3.8279865170738194,2.9949436877756987,-4.431831426509675,0.4550702301263989,2.2133398870450103,2.8648538764112264,1.0843909245857155,4.889504285336358,2.285412868430466,-2.195802508141014,-2.314141096519624,-4.536964997691182,-0.5301198662141768,-3.698519036725113,-0.9574946147537231,-3.870871272381668,3.5053141248833057,3.1155964177259925
-2.3608894696691407,-1.4500062085501932,-0.09944991696786243,3.1753436309199987,2.151928607237899,4.9677794743354085,-0.7938008041862403,4.266226234363092,4.5873911886378576,-4.322563953300701,4.31232230402977,-0.47885350108587943,1.6604692522637565,-1.1755734560346647,4.464643152865245,-4.442570972650181,-1.9659211394329779,-0.4308134718791763,4.645649562639514,-1.489443928573169
1.584364884530447,0.9126749627552977,-3.994799930732385,4.884351739335372,-2.9205828967594867,0.2652156139072428,2.139667699109272,-0.5076629870925542,4.991157093105208,-1.2076650612310926,-0.5575567532322232,-1.1319409367894377,-1.0700526502733116,3.540141247661735,-3.392875661010909,-2.2025258882855816,-3.9408278912794867,-2.5582823616142782,4.118428907942102,-1.9265890711648055
3.412563297072765,-3.0463519446512852,-2.5947297550041943,-3.139467636312232,0.3379274626768547,-4.264738252880809,-4.989532294592832,-2.0126144162077697,1.7789775651757465,0.43448729606789005,-2.7083362508128364,2.634023004512632,-2.004281734168083,-1.6145248270030512,-0.9802751800936216,4.207133482633111,4.307301427967195,1.8099712486944695,0.31825660424766333,1.9240655829030615
-4.0823869140352,3.9985983462784507,-3.016797264497237,0.26777381044331694,-2.0787012814275885,0.14849104853916195,-4.411646657526591,4.461963880073453,-1.9567069727929236,-1.1877290487433005,-3.692113966719776,-0.533581992788907,4.977002973889597,-2.7420249882683794,2.229479526958384,-1.255648752642763,-3.313816868989006,2.926805370228341,-1.5783618024162904,-3.6947965378088075
2.4367233837605866,1.1964175109221422,-1.2216712863787107,-3.964797696667951,0.45279197021458994,2.5834550480237723,-0.043164996515029586,0.18695822025882247,-3.369141657869608,-1.893090723230281,-0.12832751014007115,-4.304543685766714,-3.0066555862697038,3.65410300407407,-3.8932281528794377,3.6300261094261828,3.0731167745845163,-2.687140724163068,0.40036918607446825,-3.746122067808766
4.750277895886972,-1.960251716854085,-1.605472846420291,-4.249574284538171,-3.3389507542880787,1.9555341959841233,0.17768798135452357,-3.7840713261716323,-4.113712289111744,-0.9106411612342251,0.28234431239070723,1.4423949599490804,-0.3004146610440781,0.2832028291091495,2.213568130257631,-2.4378206224256482,0.6815444716654557,3.1646071379579475,-3.585499130274957,4.2722244603139305
2.7945330930575283,-3.668138905382472,2.286626032906285,-3.1905810063773172,3.384969004019755,-0.8150872629972401,2.0345962485307556,-3.9269130883561214,0.7977234972910203,-3.9534763091471627,-4.844609633233254,2.6950365620934402,3.7712775482046155,0.85349878608345,-1.5460057693716944,0.760959133197753,3.4669265517575276,-2.2565996221155906,4.734140665774927,-1.0033463980617978
-3.012520140700272,-3.9827466381026904,-4.596147371121323,2.083809667251243,0.8482868026292003,3.491646774123957,-1.7645002893263877,3.04157851218198,4.473252303752695,3.0714832985878253,0.33382571396056626,-0.6692474585577948,-4.39681199691588,4.648138121802733,-2.1090242710298845,0.35060143546136047,4.209280282128324,3.343549964291082,1.025945617256939,1.3724715440880306
4.586970490121173,-1.731672942183475,-1.9072945327051523,-4.2094228582294315,4.029594604361485,-4.3760896748005464,-2.5975853764365677,-4.60714246912096,-0.6886155780230556,-3.9932048323969367,2.5684181785029514,-4.986176018121485,-2.4316170269136346,-4.279616849939613,-2.741067029949433,2.874609089531347,-3.2619757824608486,-1.918388333159501,-4.560675478946756,-3.8828227281672687
3.3121126478813885,2.466406348480384,1.2847696848426038,2.474083219178869,-3.641335066487449,-0.32677011521104493,3.7968241417921966,-2.1015355714835238,0.5051391835733021,-4.11611361503543,1.9242282713280918,-4.175360249643264,-1.681684234960736,-2.569562785083373,3.6049112349168446,2.5129133990506034,-3.248524549247981,-3.141305137344144,-3.964593302374218,-0.9025736292452784
