x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
3.2538376979060892,-1.080338381532175,0.971546034931646,1.638679260939532,3.662946307127603,3.603994389048289,-3.078378117260825,-3.6959545217071437,2.523532668416734,-2.828736912632636,1.8582923691773603,4.421835471248283,4.3730120086878514,-1.0600972926877148,-0.17802869948677902,-2.1738648830218583,-3.3769405915533537,0.8557468142462774,-0.4134646815533447,2.0962679640856363,4.663482207353853,2.9655485634679017,3.059478696436045,-0.019559648908209937,1.2212681452927345,2.4325507982110324,-2.422717340264332,0.5907766344872476,4.783195548492486,1.128303279638697,3.8947179953610025,-4.428032575294586,3.683928371265731,-3.2772482017465587,2.4913057365899407,-4.445368433642012,-0.41238509935142087,-1.4391116985244512,-3.8564328465260855,-0.8840435238999884,4.3061869283645,-4.807435754241361,-4.800350774028285,-2.5491680754123074,0.7681389022458474,3.5053543287359883,-2.64572700770314,0.42703584621150803,-1.1013590862794427,0.9125122461686805,4.538963263527036,2.1866422944825983,4.998292869593767,2.6376113921586235,2.418107478948688,4.715539147840593,-0.9782480639417539,0.6100794671165923,0.5174093736793637,2.8636731191909544
1.911029029826656,1.4220982749384445,-0.8977029364358291,2.189451546847466,-4.6827708802249965,2.6435782613907834,-4.693077216463716,-3.5600277847324584,1.5932414246327964,-1.803088132045549,2.9514863516507948,-2.913516500083378,0.6208853290826539,4.923811812791401,4.29480706942352,1.703190731626453,1.3144420517097757,2.8215906858848108,-4.254601508424457,2.7761357577077703,-0.0007399988647307509,-1.9475820093533343,4.242881319615822,-0.2313281269507268,-0.5648562257054524,4.958662063516918,4.1130909243528215,1.1776935824431787,-4.249919890457976,4.510505365862844,-3.359100438248941,-4.557451987981846,-1.9250330481631508,3.272066132349373,2.135918138943861,-0.7256843308933094,2.880291865847533,-4.801833374098429,-3.2838795873598174,2.1448644635849226,-1.1957346686732717,-0.9005583804841262,-4.436063820547922,1.5255890205190692,-2.5701824869974983,-2.779470104232568,2.942016699411508,-3.643158545501114,-0.5066036212971028,-1.7489231089700445,-2.833036183688285,-1.547676261624594,1.643292874185562,0.063289846459881,1.8053912358232047,-1.9419566879576564,2.693000421652619,1.519887319622688,2.443632833596504,0.28508917905058073
-2.046233187402761,2.8116411802534094,4.174387090191159,2.107165657186342,0.4853936761213067,0.014207578800630394,-0.5332551474737519,3.028608702917566,3.792763721786619,-0.2233740383346534,-1.1661767034061925,-0.5566418457314626,1.6968396394041605,2.3226362696618486,-4.453321539149942,-4.517617152050484,1.8082353912908387,-4.574378755572565,-3.5143368955787806,-2.6601287030225547,3.782360525331459,2.6409575400784524,2.640076832142146,3.242513142633669,3.180251593675937,-2.8366396629141524,-2.725946052091557,3.9034754244960883,-4.5798812724168405,4.069202425237137,3.1667646691320357,-0.7927923813709521,-1.5604192512466346,-4.616941115446162,-1.2165524506135434,-0.6722195384400882,-0.43694226304730766,-2.5117965865448237,-0.3572343706047061,1.050504140546865,-0.11863945330860304,4.41351413316162,3.9842116755061205,1.8164746173824273,-0.8620434549878837,-2.936916234111979,0.5729862351116104,4.091876538538044,1.9949570579747755,-1.2380957772621222,-0.8766981913283498,0.8221398337889152,-3.5228710162983017,-4.1029978361346044,4.143797259411194,4.751386185350713,4.741369481224558,1.5853572795255788,2.422656038016396,-4.953964957594126
-4.504767092287723,-2.6985051313925097,4.018171296921819,1.8920702135770116,-3.0972416444027013,0.9510012368293914,-0.026504351267807813,3.782666836380736,-3.651500874595151,1.6980070082816399,-3.9870207340453665,4.968464835804948,-0.38203464742790594,4.837461185858782,2.3659853374744566,-2.2730641526417728,-4.052643512166804,-0.37758213095768767,1.127154559907897,2.803295954507135,4.477009306366259,-4.471757546742005,1.0390789963522096,-3.643597486152737,3.9047070864244056,1.1170071056439017,1.1843609838108353,-0.3342574575384569,-2.835023826526438,-1.371509733531159,-4.453177447731274,-0.5426538834876435,-2.0742662680690165,2.019123709607088,1.2596138693244079,-2.250130247606421,-3.072162138366511,-3.178238431752672,-0.02602598811052914,-2.6292912775417268,-1.6871979085354853,-1.1777673575432788,4.986221872736266,-3.7271351379376236,-1.3953756374514126,2.936976471723617,-3.2741891942891588,-4.384761173618137,1.7624010175722207,-1.6314810006819949,1.1859336479614875,0.3977050444413912,1.3976745203624823,-0.6723817069021987,3.9063949131936333,-4.908150449673921,-3.6955894643864844,-4.26985831748936,-2.338095518745444,-0.6576627661443837
-4.106806403575514,4.031294983252078,0.4371617245481758,3.8199552440926503,0.3014752538503611,1.6177623222165192,-0.8123721105753825,-1.552725488405466,-3.075734379912061,2.426264603087686,4.666437115782006,1.8903619097445903,3.896512538006572,3.379152225098615,-2.3463456367778193,0.7398820506433266,-4.101538014977473,-0.38984511113166587,3.170485073052724,0.5686827487382917,-3.4090259525560525,-4.204109995246874,0.6955173331690556,-2.2339986436046235,2.2388735285364527,1.430285913333364,-3.5244473077409078,4.704188190288406,0.5143370771079327,3.6662624600043365,-0.41840319417758653,1.5875980224260857,-1.6621058965070743,2.6954995654066716,-4.600802890900135,2.073312424863704,-3.740785456145209,-0.16075957131788066,3.2210265195134227,-4.317812163235776,0.6802922034773076,1.3790856277789763,2.6739893029591135,2.917186932688617,2.2292555039537003,-0.3933468085958829,-0.5766712389398334,-4.32058569853679,-4.450838251162139,4.15057606710975,-0.3539462565003664,0.2499795578534627,-0.31062326021989506,4.717347846815535,2.128209540691665,-4.612047768782668,3.9477629870880655,-4.800715016453073,-4.364962623807958,3.9026784361428
-0.7780143830724535,4.971946979795984,1.4569323808614065,4.273798779161105,1.2257632684670208,4.3642168558806045,-1.6165193428011149,1.385338776617214,-1.0119394597489464,-1.0328479442609009,-4.870295804771231,-4.570257883082041,-4.328091543523197,-4.652231220387232,-3.4431788498792884,2.0148182352734203,-0.18722016947770825,-1.7127074681946768,2.253587672733449,-1.0795109605177649,-1.4579123656918065,-4.634096986795257,-0.04839626003034514,0.5127338690524086,4.054818352733442,-2.453217682080666,-3.78995448197589,-2.7227315237404506,4.30517285774709,1.3942638708673085,-4.058528461943675,0.9360688208069519,-2.900493697949693,-3.627124596455315,-3.3666057745149898,1.8711304851221513,2.7120421926015332,3.6626165708020704,1.7236859300878118,2.6564505302636388,4.771292195131103,3.851587016612193,-3.3051487173492515,-2.594804582532946,0.5865917340751983,3.8866624686692486,-0.7387027768268162,1.326694455100025,0.02049901836490342,2.283384481272299,1.7210218762661968,-0.7429748129343388,-4.253400818927808,-3.7174462210632724,-1.583470227696568,-4.74411522273216,1.0082046756492922,-3.144948490258978,-0.5242785971908344,-2.7454620093143065
-3.0227694437674204,0.4087288812965584,-1.6751009324591646,0.2773043038723033,-4.987831713003199,-2.636649327996391,4.818995731374972,0.41999796054688066,-4.820221142623168,0.8416681919702427,2.227222025197272,-1.0236198889435415,2.469069409850732,1.9941900626044013,0.4620157827442508,-4.816499341813978,2.0065444809875324,-1.613300384831771,0.9547299915517247,-4.79755806751164,1.7862997702979913,0.018728363882751786,-1.361175637304994,-0.46813465041297153,3.560677629767472,-0.43241119508201464,4.393067198280656,-1.9753233878744632,-0.9669495880206229,0.19620583040692896,0.5535390699454297,2.910470607755883,0.03060293611791476,1.3141092575852173,-3.9111160889925434,1.6699049313759131,4.417015932592738,4.888982141198069,-4.496001249067983,-4.1250973624844995,-4.382775904897719,3.3030436839812474,1.9486773950985388,-1.5204071107571284,4.733825666325291,-3.650421524606855,3.8813229844491257,2.0683841793300672,-2.3723022457738425,-3.0338263164697787,2.791229771818875,-4.177811816757101,2.7716579760760425,-2.252715667805912,0.9347933948049594,4.7893022549278115,3.523965609281861,2.6565218697262116,-4.7350552205962995,0.9429807153102354
-1.2367217298228876,0.09648862365816324,4.245292877540294,-3.112117073410161,4.916408850033671,1.4423875539109972,3.4175112166150825,2.080532960970621,-3.396608412695252,4.3275005494577155,3.593710102609787,1.1297143646294385,-3.9007354438259574,2.120977216276879,0.1609490245728491,-3.5104575528194824,-2.4154777816412865,-4.052949618014003,1.7523278348466853,1.5499749707016441,-3.781482516312346,1.2061917673794218,-2.6656497571515256,1.3101973612007187,0.22596929185317016,4.497120155370634,-1.530510790894155,-3.5507880642531733,2.1570787387268844,3.2507639442765317,-0.2612623165313934,-0.07798059724886741,-3.507839922112761,-3.73415939910314,1.0312442075656438,-0.1760364765559732,4.889850296942752,2.633661385054249,-3.3399762532192465,0.06169165138416588,-4.354016178099529,2.861614932809254,3.767868842688385,0.4213994149828615,-2.3053218827348214,-0.6705916182450924,1.1999472959359911,4.480496930393736,3.957201015451524,-0.9536891325945742,-3.6638834210171023,2.974404998009889,2.1410810017100337,-0.7041410972279767,4.9147195715702345,-1.3688100922884603,-3.397164299511801,-4.948422533161297,-1.2245418579484109,-2.7283872133296203
-0.021242979821868957,0.29321841930578785,3.960974203903506,0.8775230848200142,1.472635491639803,-3.467094596405135,4.693377532790178,3.347787029209549,-0.8041356456959505,-4.406244275923643,3.213410277179028,-1.7675983429616893,3.7888098575161333,0.33157543584130256,0.5857112548207688,-3.982018127172217,0.5964995760158533,-1.6727395145144035,0.09697047698480077,-0.6860174405625603,1.857437804080866,-2.230308363119547,-2.5903860279367317,-4.928208535607665,-1.017690742365116,-1.9033993516087189,-3.0151061235435472,4.180697746025805,-3.3992579262947054,-0.6002977806148921,-3.585946903601311,4.615447369803238,2.9382998443006443,3.644008223046013,3.247946909851329,-0.6383923804164322,0.5839403738582751,-0.2691848401609578,-3.7198833075332787,3.0460160102488345,-1.4110996561009665,-2.361272093764838,-3.3753464708842023,-2.954465076843113,3.5591927198759343,-3.1501121258652605,4.738283030483958,3.3673398103331706,-1.002470839806282,-0.7948377160947571,-4.249869936458478,3.847176259608954,-0.7999066021783046,4.238266147747726,-0.3473453491537377,-4.350462001897312,4.935651608939082,-2.795648682032577,-1.5021606897253799,1.819119173222365
-3.4896761683524726,-2.506797128972124,-1.5947856636456716,-2.2543347680147106,-1.0176402402698823,1.0769252897538628,4.180796301167529,2.9956369190290904,2.1168010083465667,3.855015597891354,-2.2053285296595226,-1.9447833946770472,-2.8627941156757277,2.439888241403107,-0.43343371038329437,3.8978539203467353,-2.122448998280322,3.522579808264677,1.702530048574041,0.12751598317007584,2.566397608589482,2.5409543482596924,4.3530902899787005,3.320170526010685,4.180904083337376,-2.040562387664593,2.3185185453732347,-4.177651437305666,-0.8389992497143597,-2.006562930918539,-4.187558588161947,-2.8869034578575854,-1.7986006176222307,0.09941994370266638,0.9454233992781891,2.203178899981757,4.256878386731147,3.7923137925724433,0.14245761055764206,2.839296413064223,0.9970197113540991,-1.3190382795156723,-0.6228547467184073,2.994587747014384,-1.9870776324967245,1.2956509905748694,-4.1593841715723645,1.6963661865931137,-2.230345864082715,-1.571394468513427,-2.9435089093885516,4.84664000741566,0.6551089342956375,2.050891150361158,0.9863503588755309,2.05888860613105,0.09565161823777935,-4.963038382670966,4.433271117746063,-3.501726306030931
